DNI,Nom,Cognoms,País d'origen,Ciutat,Dia,Mes,Any,Gènere,Salari mensual,Fills,Grup Professional,Nom Complet,Nascut_Espanya,Data_naixament,Edat_actual,Increment
81229041Z,Carla,López Ferrer,Espanya,Sevilla,4,9,1962,Dona,3089.88,No,Grup D,Carla López Ferrer,Si,1962-09-04,63,0.08
28996393T,Oriol,Sánchez Martínez,Espanya,Sevilla,5,1,1981,Home,2008.94,No,Grup B,Oriol Sánchez Martínez,Si,1981-01-05,45,0.035
13453262F,Clara,Martínez,Espanya,Sevilla,4,7,2001,Dona,2576.52,Sí,Grup C,Clara Martínez,Si,2001-07-04,24,0.02
26724488C,Arnau,Ferrer Sánchez,Espanya,Sevilla,3,5,1994,Home,1132.95,No,Grup A,Arnau Ferrer Sánchez,Si,1994-05-03,32,0.05
85141625T,Clara,Ferrer,Espanya,Sevilla,21,12,1999,Altres,2440.86,Sí,Grup C,Clara Ferrer,Si,1999-12-21,26,0.02
59073585L,Oriol,Martínez Martínez,Espanya,Sevilla,14,6,1991,,1178.1,Sí,Grup A,Oriol Martínez Martínez,Si,1991-06-14,34,0.05
43586389Z,Jordi,Ferrer,Espanya,Sevilla,15,2,1958,Home,1859.89,No,Grup B,Jordi Ferrer,Si,1958-02-15,68,0.035
98144857C,Arnau,Sánchez,Espanya,Sevilla,21,10,1990,Home,2224.21,No,Grup B,Arnau Sánchez,Si,1990-10-21,35,0.035
18599075T,Eva,Sánchez,Espanya,Sevilla,7,8,1992,Dona,1048.95,Sí,Grup A,Eva Sánchez,Si,1992-08-07,33,0.05
41916963A,Marta,Romero,Espanya,Sevilla,27,4,1976,Dona,1820.56,No,Grup B,Marta Romero,Si,1976-04-27,50,0.035
79849410R,Carla,Ferrer López,Espanya,Sevilla,17,7,1982,Dona,856.8,No,Grup A,Carla Ferrer López,Si,1982-07-17,43,0.05
90216874S,Jordi,Ferrer,Espanya,Sevilla,12,7,2003,Home,1462.46,No,Grup B,Jordi Ferrer,Si,2003-07-12,22,0.035
35319597A,Toni,López Castells,Espanya,Sevilla,18,8,1977,Home,810.6,No,Grup A,Toni López Castells,Si,1977-08-18,48,0.05
10261037F,Clara,Sánchez,Espanya,Sevilla,14,10,1970,Dona,984.9,Sí,Grup A,Clara Sánchez,Si,1970-10-14,55,0.05
33077646V,Eva,Martínez,Espanya,Sevilla,18,3,1986,Dona,1836.0,No,Grup C,Eva Martínez,Si,1986-03-18,40,0.02
42831725E,Arnau,Sánchez,Espanya,Sevilla,13,11,1967,Home,2110.38,No,Grup C,Arnau Sánchez,Si,1967-11-13,58,0.02
41171214L,Jordi,Romero García,Espanya,Sevilla,6,8,2000,Home,2041.02,Sí,Grup B,Jordi Romero García,Si,2000-08-06,25,0.035
57192874B,Pau,Romero Romero,Espanya,Sevilla,12,4,1990,Home,987.0,No,Grup A,Pau Romero Romero,Si,1990-04-12,36,0.05
80471691R,Laia,Sánchez,Espanya,Sevilla,3,3,1982,Dona,1914.75,Sí,Grup B,Laia Sánchez,Si,1982-03-03,44,0.035
20637004R,Jordi,Romero López,Espanya,Sevilla,13,3,1973,Home,1434.3,No,Grup A,Jordi Romero López,Si,1973-03-13,53,0.05
93432185G,Oriol,Martínez,Espanya,Sevilla,26,7,1957,Home,2361.87,No,Grup B,Oriol Martínez,Si,1957-07-26,68,0.035
42280605C,Clara,García,Espanya,Sevilla,16,10,1951,Dona,1479.02,Sí,Grup B,Clara García,Si,1951-10-16,74,0.035
73661586C,Carla,Ferrer,Espanya,Sevilla,11,9,1955,Dona,2101.2,Sí,Grup C,Carla Ferrer,Si,1955-09-11,70,0.02
94719538H,Carla,Romero Ferrer,Espanya,Sevilla,28,5,1991,Dona,766.5,No,Grup A,Carla Romero Ferrer,Si,1991-05-28,35,0.05
65882859J,Arnau,Martínez,Espanya,Sevilla,3,6,1962,Home,1880.88,Sí,Grup C,Arnau Martínez,Si,1962-06-03,64,0.02
98830242H,Carla,Sánchez,Espanya,Sevilla,2,1,1952,Dona,1821.72,No,Grup C,Carla Sánchez,Si,1952-01-02,74,0.02
57180085D,Marta,López,Espanya,Sevilla,25,8,1971,Dona,1108.8,Sí,Grup A,Marta López,Si,1971-08-25,54,0.05
23492566L,Arnau,Ferrer García,Espanya,Sevilla,17,3,1989,Home,1445.85,No,Grup A,Arnau Ferrer García,Si,1989-03-17,37,0.05
13998302S,Clara,Ferrer Martínez,Espanya,Sevilla,24,5,1951,Dona,1828.84,No,Grup B,Clara Ferrer Martínez,Si,1951-05-24,75,0.035
99123197C,Marc,Sánchez Castells,Espanya,Sevilla,21,3,1980,Home,1323.76,No,Grup B,Marc Sánchez Castells,Si,1980-03-21,46,0.035
50829502T,Núria,Ferrer Romero,Espanya,Sevilla,16,3,1989,Dona,1300.99,No,Grup B,Núria Ferrer Romero,Si,1989-03-16,37,0.035
25403469P,Clara,García,Espanya,Sevilla,19,8,1998,Dona,784.35,No,Grup A,Clara García,Si,1998-08-19,27,0.05
94076717B,Marc,López,Espanya,Sevilla,8,2,1987,,3206.52,No,Grup D,Marc López,Si,1987-02-08,39,0.08
82052269P,Eva,Romero Romero,Espanya,Sevilla,26,2,1954,Dona,1766.64,No,Grup C,Eva Romero Romero,Si,1954-02-26,72,0.02
13508244R,Oriol,Martínez Martínez,Espanya,Sevilla,21,3,1951,Home,1539.3,No,Grup A,Oriol Martínez Martínez,Si,1951-03-21,75,0.05
85031552D,Laia,Ferrer Martínez,Espanya,Sevilla,23,10,1962,Dona,1478.4,Sí,Grup A,Laia Ferrer Martínez,Si,1962-10-23,63,0.05
17972901L,Carla,Sánchez López,Espanya,Sevilla,11,6,1989,Dona,1135.05,Sí,Grup A,Carla Sánchez López,Si,1989-06-11,36,0.05
92286029R,Núria,López,Espanya,Sevilla,5,5,1977,Dona,1075.2,No,Grup A,Núria López,Si,1977-05-05,49,0.05
93623062E,Pau,López García,Espanya,Sevilla,4,7,1992,Home,1751.4,No,Grup A,Pau López García,Si,1992-07-04,33,0.05
91797004K,Toni,Sánchez Sánchez,Espanya,Sevilla,16,7,1950,Home,1358.7,No,Grup A,Toni Sánchez Sánchez,Si,1950-07-16,75,0.05
98511923W,Carla,Castells Castells,Espanya,Sevilla,22,6,1979,Dona,1909.57,No,Grup B,Carla Castells Castells,Si,1979-06-22,46,0.035
20460695D,Laia,Ferrer Romero,Espanya,Sevilla,25,8,1951,Dona,1368.15,Sí,Grup A,Laia Ferrer Romero,Si,1951-08-25,74,0.05
31274825R,Clara,García Martínez,Espanya,Sevilla,2,9,1986,Dona,2587.68,No,Grup D,Clara García Martínez,Si,1986-09-02,39,0.08
14828163F,Marc,Martínez García,Espanya,Sevilla,12,3,1965,Home,1664.25,No,Grup A,Marc Martínez García,Si,1965-03-12,61,0.05
15838881W,Marta,Romero,Espanya,Sevilla,26,10,2002,Dona,1336.18,Sí,Grup B,Marta Romero,Si,2002-10-26,23,0.035
29092175V,Marc,López Sánchez,Espanya,Sevilla,11,4,1968,Home,1361.02,No,Grup B,Marc López Sánchez,Si,1968-04-11,58,0.035
89595235W,Clara,Romero,Espanya,Sevilla,23,3,1999,Dona,795.9,No,Grup A,Clara Romero,Si,1999-03-23,27,0.05
32909990R,Laia,Romero,Espanya,Sevilla,18,5,1960,Dona,1401.39,No,Grup B,Laia Romero,Si,1960-05-18,66,0.035
72374089J,Joan,Martínez Romero,Espanya,Sevilla,20,4,1994,,1871.7,No,Grup C,Joan Martínez Romero,Si,1994-04-20,32,0.02
68247465J,Joan,Martínez Romero,Espanya,Sevilla,4,7,1971,Home,3213.0,No,Grup D,Joan Martínez Romero,Si,1971-07-04,54,0.08
74074321A,Carla,Ferrer Castells,Espanya,Sevilla,2,8,1957,Dona,1145.55,Sí,Grup A,Carla Ferrer Castells,Si,1957-08-02,68,0.05
23058334Y,Jordi,Ferrer,Espanya,Sevilla,5,3,1993,Home,1710.85,Sí,Grup B,Jordi Ferrer,Si,1993-03-05,33,0.035
48242975Q,Arnau,Sánchez Sánchez,Espanya,Sevilla,5,7,1974,Home,1559.25,No,Grup A,Arnau Sánchez Sánchez,Si,1974-07-05,51,0.05
81901030H,Marc,Castells,Espanya,Sevilla,20,9,1970,Home,1163.4,Sí,Grup A,Marc Castells,Si,1970-09-20,55,0.05
33400905A,Joan,Ferrer,Espanya,Sevilla,19,12,1970,,1062.6,No,Grup A,Joan Ferrer,Si,1970-12-19,55,0.05
73063501Z,Eva,Ferrer,Espanya,Sevilla,4,11,1990,Dona,1433.25,Sí,Grup A,Eva Ferrer,Si,1990-11-04,35,0.05
36106979Y,Pau,Sánchez,Espanya,Sevilla,1,2,1953,Home,1088.85,No,Grup A,Pau Sánchez,Si,1953-02-01,73,0.05
41260739H,Anna,Ferrer,Espanya,Sevilla,25,5,2000,Dona,2207.28,No,Grup C,Anna Ferrer,Si,2000-05-25,26,0.02
83602803G,Joan,Ferrer,Espanya,Sevilla,2,2,1964,Home,1273.65,No,Grup A,Joan Ferrer,Si,1964-02-02,62,0.05
80909731Y,Jordi,García López,Espanya,Sevilla,6,6,1971,Home,1311.45,Sí,Grup A,Jordi García López,Si,1971-06-06,54,0.05
54853635H,Laia,Castells Ferrer,Espanya,Sevilla,23,6,1986,Dona,1219.23,Sí,Grup B,Laia Castells Ferrer,Si,1986-06-23,39,0.035
87865381W,Marta,Martínez,Espanya,Sevilla,17,7,2000,Dona,1256.85,No,Grup A,Marta Martínez,Si,2000-07-17,25,0.05
13357124H,Arnau,Martínez Martínez,Espanya,Sevilla,6,12,1960,Home,1851.61,No,Grup B,Arnau Martínez Martínez,Si,1960-12-06,65,0.035
26414747E,Oriol,Martínez,Espanya,Sevilla,23,12,1991,Home,843.15,Sí,Grup A,Oriol Martínez,Si,1991-12-23,34,0.05
19863880V,Carla,López Romero,Espanya,Sevilla,22,4,1954,Dona,1231.65,Sí,Grup A,Carla López Romero,Si,1954-04-22,72,0.05
30525996L,Marc,López,Espanya,Sevilla,23,1,1965,Home,884.1,Sí,Grup A,Marc López,Si,1965-01-23,61,0.05
46035899S,Marc,Romero,Espanya,Sevilla,2,11,1975,Home,1623.92,No,Grup B,Marc Romero,Si,1975-11-02,50,0.035
12868239Z,Toni,López,Espanya,Sevilla,10,3,1989,Home,3112.56,No,Grup D,Toni López,Si,1989-03-10,37,0.08
31958336Z,Núria,Martínez Castells,Espanya,Sevilla,8,12,1962,Dona,1345.5,No,Grup B,Núria Martínez Castells,Si,1962-12-08,63,0.035
45203656T,Laia,Ferrer,Espanya,Sevilla,18,6,1988,Dona,994.35,No,Grup A,Laia Ferrer,Si,1988-06-18,37,0.05
18873517G,Jordi,García Martínez,Espanya,Sevilla,7,2,1974,Home,812.7,Sí,Grup A,Jordi García Martínez,Si,1974-02-07,52,0.05
53730243G,Anna,Ferrer Romero,Espanya,Sevilla,24,1,2005,Dona,753.9,No,Grup A,Anna Ferrer Romero,Si,2005-01-24,21,0.05
11962486C,Oriol,Sánchez,Espanya,Sevilla,27,2,1958,Home,2589.78,No,Grup C,Oriol Sánchez,Si,1958-02-27,68,0.02
63666276G,Joan,Romero,Espanya,Sevilla,10,11,1952,Home,1942.08,No,Grup C,Joan Romero,Si,1952-11-10,73,0.02
66795744Q,Núria,López,Espanya,Sevilla,7,6,1956,Dona,1379.7,No,Grup A,Núria López,Si,1956-06-07,69,0.05
38900939H,Pau,Ferrer,Espanya,Sevilla,23,2,1996,Home,1582.35,Sí,Grup A,Pau Ferrer,Si,1996-02-23,30,0.05
29356893J,Jordi,García,Espanya,Sevilla,13,6,1987,Home,2784.6,Sí,Grup C,Jordi García,Si,1987-06-13,38,0.02
95233500R,Clara,López García,Espanya,Sevilla,18,8,1955,Dona,1037.4,No,Grup A,Clara López García,Si,1955-08-18,70,0.05
58423324H,Núria,Castells Ferrer,Espanya,Sevilla,13,10,2005,Dona,2130.03,No,Grup B,Núria Castells Ferrer,Si,2005-10-13,20,0.035
76315436N,Joan,Martínez,Espanya,Sevilla,26,5,1976,Home,2873.34,No,Grup C,Joan Martínez,Si,1976-05-26,50,0.02
87416108F,Marta,Martínez Romero,Espanya,Sevilla,7,9,1955,Dona,2001.24,No,Grup C,Marta Martínez Romero,Si,1955-09-07,70,0.02
90131757Y,Toni,Castells,Espanya,Sevilla,11,5,2004,Home,1420.65,No,Grup A,Toni Castells,Si,2004-05-11,22,0.05
95250887Z,Arnau,García,Espanya,Sevilla,10,9,1966,,1291.5,No,Grup A,Arnau García,Si,1966-09-10,59,0.05
14157308N,Eva,Sánchez,Espanya,Sevilla,28,6,1958,Altres,738.15,No,Grup A,Eva Sánchez,Si,1958-06-28,67,0.05
83294970L,Jordi,López,Espanya,Sevilla,18,2,1998,Home,922.95,No,Grup A,Jordi López,Si,1998-02-18,28,0.05
43409433Y,Marta,López López,Espanya,Sevilla,24,2,1986,Dona,1337.22,No,Grup B,Marta López López,Si,1986-02-24,40,0.035
39025961G,Pau,Sánchez,Espanya,Sevilla,20,10,1953,Home,2820.3,No,Grup C,Pau Sánchez,Si,1953-10-20,72,0.02
82936531F,Pau,López Martínez,Espanya,Sevilla,17,12,1958,Home,1458.31,No,Grup B,Pau López Martínez,Si,1958-12-17,67,0.035
84414697K,Jordi,García Ferrer,Espanya,Sevilla,21,8,1959,Home,1140.3,Sí,Grup A,Jordi García Ferrer,Si,1959-08-21,66,0.05
21546595T,Anna,Martínez,Espanya,Sevilla,24,2,1973,Dona,1212.75,No,Grup A,Anna Martínez,Si,1973-02-24,53,0.05
47853239E,Núria,López,Espanya,Sevilla,14,4,1969,Dona,1848.51,No,Grup B,Núria López,Si,1969-04-14,57,0.035
20752389X,Eva,Romero,Espanya,Sevilla,16,11,1964,,1999.2,No,Grup C,Eva Romero,Si,1964-11-16,61,0.02
81124534E,Oriol,Sánchez,Espanya,Sevilla,1,4,1969,Home,1472.8,No,Grup B,Oriol Sánchez,Si,1969-04-01,57,0.035
23733093T,Joan,López,Espanya,Sevilla,12,8,1992,Home,1025.85,No,Grup A,Joan López,Si,1992-08-12,33,0.05
65476112E,Marta,Romero Romero,Espanya,Sevilla,24,9,1991,Dona,1687.05,No,Grup B,Marta Romero Romero,Si,1991-09-24,34,0.035
10736038P,Oriol,Castells,Espanya,Sevilla,27,3,1998,Home,1642.2,Sí,Grup A,Oriol Castells,Si,1998-03-27,28,0.05
49176508C,Pau,García López,Espanya,Sevilla,22,8,1996,Home,1395.18,Sí,Grup B,Pau García López,Si,1996-08-22,29,0.035
63445794B,Oriol,Romero Romero,Espanya,Sevilla,11,7,1964,Altres,1989.0,No,Grup C,Oriol Romero Romero,Si,1964-07-11,61,0.02
61051397G,Marta,Sánchez,Espanya,Sevilla,17,3,1999,Dona,1458.45,No,Grup A,Marta Sánchez,Si,1999-03-17,27,0.05
63040392X,Oriol,Martínez,Espanya,Sevilla,22,7,1977,Home,1415.4,Sí,Grup A,Oriol Martínez,Si,1977-07-22,48,0.05
58632182Z,Laia,Romero,Espanya,Sevilla,16,11,1962,Dona,1253.38,Sí,Grup B,Laia Romero,Si,1962-11-16,63,0.035
66120457F,Núria,Sánchez Romero,Espanya,Sevilla,9,1,1974,Dona,1939.02,No,Grup C,Núria Sánchez Romero,Si,1974-01-09,52,0.02
80657664E,Eva,López Castells,Espanya,Sevilla,4,12,2004,,917.7,Sí,Grup A,Eva López Castells,Si,2004-12-04,21,0.05
38279546W,Marc,Castells,Espanya,Sevilla,24,3,1974,Home,1058.4,No,Grup A,Marc Castells,Si,1974-03-24,52,0.05
91233007A,Joan,García,Espanya,Sevilla,23,3,2003,,1651.86,Sí,Grup B,Joan García,Si,2003-03-23,23,0.035
95216936L,Jordi,Castells,Espanya,Sevilla,14,12,1986,Altres,2304.18,Sí,Grup C,Jordi Castells,Si,1986-12-14,39,0.02
69734812N,Anna,Sánchez,Espanya,Sevilla,17,7,1971,Dona,805.35,Sí,Grup A,Anna Sánchez,Si,1971-07-17,54,0.05
87213442J,Clara,Ferrer Castells,Espanya,Sevilla,25,7,1998,Dona,1462.65,No,Grup A,Clara Ferrer Castells,Si,1998-07-25,27,0.05
78458482P,Pau,Ferrer,Espanya,Sevilla,6,3,1997,Home,1499.4,No,Grup A,Pau Ferrer,Si,1997-03-06,29,0.05
83600087R,Toni,Romero,Espanya,Sevilla,26,9,1952,,1283.1,Sí,Grup A,Toni Romero,Si,1952-09-26,73,0.05
96650060J,Anna,Sánchez Castells,Espanya,Sevilla,1,2,1960,Dona,2840.4,No,Grup D,Anna Sánchez Castells,Si,1960-02-01,66,0.08
93349542M,Marc,Sánchez García,Espanya,Sevilla,4,3,1974,Altres,1643.22,Sí,Grup C,Marc Sánchez García,Si,1974-03-04,52,0.02
77573960D,Laia,Romero López,Espanya,Sevilla,23,6,2005,Dona,2407.2,No,Grup C,Laia Romero López,Si,2005-06-23,20,0.02
69520375Z,Núria,García Castells,Espanya,Sevilla,23,12,1986,Dona,1321.95,No,Grup A,Núria García Castells,Si,1986-12-23,39,0.05
59083606S,Toni,López,Espanya,Sevilla,20,10,1950,,1614.9,No,Grup A,Toni López,Si,1950-10-20,75,0.05
25161375F,Marta,Ferrer Ferrer,Espanya,Sevilla,1,6,1951,Dona,1258.56,No,Grup B,Marta Ferrer Ferrer,Si,1951-06-01,75,0.035
52145541P,Joan,García,Espanya,Sevilla,11,4,1959,Home,1019.55,No,Grup A,Joan García,Si,1959-04-11,67,0.05
78247593G,Carla,García,Espanya,València,24,12,1957,Dona,989.1,No,Grup A,Carla García,Si,1957-12-24,68,0.05
47103299Z,Núria,Ferrer Romero,Espanya,València,6,2,2003,,1318.8,No,Grup A,Núria Ferrer Romero,Si,2003-02-06,23,0.05
75145716V,Joan,López,Espanya,València,1,2,1952,Home,1577.1,No,Grup A,Joan López,Si,1952-02-01,74,0.05
61151031X,Toni,Martínez,Espanya,València,12,9,1992,Home,2599.98,Sí,Grup C,Toni Martínez,Si,1992-09-12,33,0.02
83083855T,Oriol,García,Espanya,València,12,6,2002,Home,1352.4,Sí,Grup A,Oriol García,Si,2002-06-12,23,0.05
66876326G,Jordi,Sánchez,Espanya,València,19,6,1984,Home,1305.15,Sí,Grup A,Jordi Sánchez,Si,1984-06-19,41,0.05
32384138R,Clara,Sánchez López,Espanya,València,27,7,1955,Dona,2083.46,Sí,Grup B,Clara Sánchez López,Si,1955-07-27,70,0.035
27772301M,Anna,Castells Romero,Espanya,València,25,8,1978,Dona,1730.52,No,Grup B,Anna Castells Romero,Si,1978-08-25,47,0.035
23876940J,Marta,Romero,Espanya,València,25,11,2002,Dona,1302.03,No,Grup B,Marta Romero,Si,2002-11-25,23,0.035
91110497A,Arnau,García,Espanya,València,2,1,1954,Home,2200.41,No,Grup B,Arnau García,Si,1954-01-02,72,0.035
92828803F,Eva,Romero,Espanya,València,16,4,1985,Dona,1130.85,Sí,Grup A,Eva Romero,Si,1985-04-16,41,0.05
35957209T,Pau,López Martínez,Espanya,València,1,1,1988,Home,2861.1,No,Grup C,Pau López Martínez,Si,1988-01-01,38,0.02
36035835A,Toni,Romero,Espanya,València,26,11,1991,Home,1445.85,Sí,Grup A,Toni Romero,Si,1991-11-26,34,0.05
82953871E,Toni,Castells,Espanya,València,1,4,1963,Home,1825.74,Sí,Grup B,Toni Castells,Si,1963-04-01,63,0.035
58847232T,Arnau,Sánchez García,Espanya,València,24,2,1978,Home,3545.64,No,Grup D,Arnau Sánchez García,Si,1978-02-24,48,0.08
22972474K,Marta,Romero,Espanya,València,3,12,1958,Dona,1562.64,No,Grup C,Marta Romero,Si,1958-12-03,67,0.02
78286678X,Marc,García Ferrer,Espanya,València,16,8,1998,Home,1252.65,No,Grup A,Marc García Ferrer,Si,1998-08-16,27,0.05
99521295N,Anna,Castells Martínez,Espanya,València,3,4,1991,Dona,1463.49,No,Grup B,Anna Castells Martínez,Si,1991-04-03,35,0.035
99620931S,Clara,Sánchez Castells,Espanya,València,19,3,1972,Dona,1213.8,No,Grup A,Clara Sánchez Castells,Si,1972-03-19,54,0.05
15110846Z,Oriol,López,Espanya,València,27,6,2002,Home,1353.78,No,Grup B,Oriol López,Si,2002-06-27,23,0.035
47304350Y,Jordi,Ferrer,Espanya,València,21,6,1967,Home,1376.55,Sí,Grup B,Jordi Ferrer,Si,1967-06-21,58,0.035
55395479J,Anna,Ferrer,Espanya,València,6,10,1984,Dona,1584.58,Sí,Grup B,Anna Ferrer,Si,1984-10-06,41,0.035
73749390X,Eva,Romero Ferrer,Espanya,València,7,12,1965,Dona,1926.13,No,Grup B,Eva Romero Ferrer,Si,1965-12-07,60,0.035
33287222R,Toni,Romero,Espanya,València,19,1,1974,Home,1501.78,No,Grup B,Toni Romero,Si,1974-01-19,52,0.035
77962069Z,Carla,Ferrer López,Espanya,València,2,4,1984,Dona,1569.75,Sí,Grup A,Carla Ferrer López,Si,1984-04-02,42,0.05
29151933K,Arnau,Romero Romero,Espanya,València,8,10,1968,Home,1874.38,No,Grup B,Arnau Romero Romero,Si,1968-10-08,57,0.035
74017954Q,Anna,Sánchez,Espanya,València,25,2,1981,Dona,1242.0,No,Grup B,Anna Sánchez,Si,1981-02-25,45,0.035
73128127J,Arnau,Castells Sánchez,Espanya,València,17,4,1998,Home,3014.28,No,Grup D,Arnau Castells Sánchez,Si,1998-04-17,28,0.08
37718344N,Marta,García Sánchez,Espanya,València,3,2,1962,Dona,1176.0,Sí,Grup A,Marta García Sánchez,Si,1962-02-03,64,0.05
87813160D,Arnau,Ferrer,Espanya,València,24,3,1990,Altres,2813.4,Sí,Grup D,Arnau Ferrer,Si,1990-03-24,36,0.08
21526488C,Joan,Sánchez,Espanya,València,9,8,1997,Home,2383.6,Sí,Grup B,Joan Sánchez,Si,1997-08-09,28,0.035
81401769X,Clara,Ferrer,Espanya,València,14,12,2002,Dona,1027.95,Sí,Grup A,Clara Ferrer,Si,2002-12-14,23,0.05
68625528R,Jordi,López,Espanya,València,1,5,1996,Home,1384.95,Sí,Grup A,Jordi López,Si,1996-05-01,30,0.05
16472230S,Clara,Ferrer García,Espanya,València,26,1,1957,Dona,730.8,Sí,Grup A,Clara Ferrer García,Si,1957-01-26,69,0.05
38355195J,Pau,Ferrer García,Espanya,València,14,9,1984,Home,1332.45,Sí,Grup A,Pau Ferrer García,Si,1984-09-14,41,0.05
43764388P,Clara,Castells Castells,Espanya,València,15,8,1962,Dona,2372.52,Sí,Grup C,Clara Castells Castells,Si,1962-08-15,63,0.02
61862070S,Núria,Castells,Espanya,València,25,12,1992,Dona,2093.8,Sí,Grup B,Núria Castells,Si,1992-12-25,33,0.035
71930041T,Oriol,Romero Castells,Espanya,València,25,4,1970,Home,1539.3,No,Grup A,Oriol Romero Castells,Si,1970-04-25,56,0.05
38867232T,Eva,García,Espanya,València,28,9,1950,Dona,793.8,No,Grup A,Eva García,Si,1950-09-28,75,0.05
28269893J,Joan,Martínez Martínez,Espanya,València,1,2,1960,Home,1060.5,No,Grup A,Joan Martínez Martínez,Si,1960-02-01,66,0.05
17102266H,Marta,Romero García,Espanya,València,3,4,1972,Altres,1397.25,Sí,Grup B,Marta Romero García,Si,1972-04-03,54,0.035
79676573H,Marta,Ferrer Sánchez,Espanya,València,18,3,1952,Dona,1344.46,Sí,Grup B,Marta Ferrer Sánchez,Si,1952-03-18,74,0.035
16129804M,Arnau,García,Espanya,València,11,2,1953,Home,1952.01,No,Grup B,Arnau García,Si,1953-02-11,73,0.035
54523654J,Jordi,Romero Romero,Espanya,València,11,6,1984,Home,1020.6,No,Grup A,Jordi Romero Romero,Si,1984-06-11,41,0.05
14486584J,Marta,Romero Castells,Espanya,València,12,12,1988,Dona,876.75,No,Grup A,Marta Romero Castells,Si,1988-12-12,37,0.05
29043853R,Toni,García Ferrer,Espanya,València,22,9,1988,Home,1068.9,No,Grup A,Toni García Ferrer,Si,1988-09-22,37,0.05
44910416G,Toni,Romero,Espanya,València,17,2,2003,Home,1705.2,Sí,Grup A,Toni Romero,Si,2003-02-17,23,0.05
10882370B,Núria,Romero Martínez,Espanya,València,16,3,2004,Dona,1426.23,Sí,Grup B,Núria Romero Martínez,Si,2004-03-16,22,0.035
47195129C,Jordi,López,Espanya,València,24,10,1954,Home,1107.75,No,Grup A,Jordi López,Si,1954-10-24,71,0.05
89805468T,Marc,García Ferrer,Espanya,València,21,5,1968,Home,2185.86,Sí,Grup C,Marc García Ferrer,Si,1968-05-21,58,0.02
63108914N,Joan,Martínez Sánchez,Espanya,València,18,2,1986,Home,3583.44,Sí,Grup D,Joan Martínez Sánchez,Si,1986-02-18,40,0.08
13299063V,Marc,Ferrer García,Espanya,València,21,4,1996,Home,1674.63,No,Grup B,Marc Ferrer García,Si,1996-04-21,30,0.035
59487847J,Carla,Sánchez Romero,Espanya,València,17,10,1959,Dona,2453.1,Sí,Grup C,Carla Sánchez Romero,Si,1959-10-17,66,0.02
47905259N,Clara,López García,Espanya,València,13,10,1988,Dona,866.25,Sí,Grup A,Clara López García,Si,1988-10-13,37,0.05
80116589E,Toni,Castells Romero,Espanya,València,26,8,1988,Home,1337.22,Sí,Grup B,Toni Castells Romero,Si,1988-08-26,37,0.035
53672811D,Carla,Sánchez,Espanya,València,6,3,1957,Dona,3187.08,Sí,Grup D,Carla Sánchez,Si,1957-03-06,69,0.08
30289780L,Clara,López,Espanya,València,17,2,1951,Dona,3150.36,Sí,Grup D,Clara López,Si,1951-02-17,75,0.08
35909931K,Laia,Martínez López,Espanya,València,17,5,1976,Dona,1237.95,Sí,Grup A,Laia Martínez López,Si,1976-05-17,50,0.05
75690264M,Anna,Romero,Espanya,València,17,11,1976,Dona,1350.3,No,Grup A,Anna Romero,Si,1976-11-17,49,0.05
35978728B,Jordi,García García,Espanya,València,18,6,1967,Home,2438.82,Sí,Grup C,Jordi García García,Si,1967-06-18,58,0.02
44603694F,Toni,Castells,Espanya,València,4,9,1964,Home,1342.4,No,Grup B,Toni Castells,Si,1964-09-04,61,0.035
72548015K,Núria,Romero Castells,Espanya,València,10,4,1996,,814.8,No,Grup A,Núria Romero Castells,Si,1996-04-10,30,0.05
15071348H,Núria,Romero,Espanya,València,11,6,1951,Dona,747.6,No,Grup A,Núria Romero,Si,1951-06-11,74,0.05
36334567G,Pau,Martínez López,Espanya,València,19,12,1994,Home,1572.9,No,Grup A,Pau Martínez López,Si,1994-12-19,31,0.05
41974885N,Arnau,Ferrer Romero,Espanya,València,13,7,1958,Home,1848.51,Sí,Grup B,Arnau Ferrer Romero,Si,1958-07-13,67,0.035
47691452T,Laia,Romero,Espanya,València,18,7,1950,Dona,1057.35,No,Grup A,Laia Romero,Si,1950-07-18,75,0.05
48127366Y,Pau,Sánchez,Espanya,València,26,5,1954,Home,1481.55,No,Grup A,Pau Sánchez,Si,1954-05-26,72,0.05
18457673C,Carla,Martínez,Espanya,València,17,4,1999,Dona,1325.83,No,Grup B,Carla Martínez,Si,1999-04-17,27,0.035
32219930D,Eva,García Ferrer,Espanya,València,22,2,1991,Dona,698.25,Sí,Grup A,Eva García Ferrer,Si,1991-02-22,35,0.05
82680101W,Marc,Romero Ferrer,Espanya,València,22,9,1993,Home,1777.86,Sí,Grup C,Marc Romero Ferrer,Si,1993-09-22,32,0.02
26689120S,Clara,Romero,Espanya,València,4,1,1974,Dona,3262.68,Sí,Grup D,Clara Romero,Si,1974-01-04,52,0.08
99688433B,Toni,Castells,Espanya,València,1,5,1960,Home,1715.7,Sí,Grup A,Toni Castells,Si,1960-05-01,66,0.05
29203160E,Arnau,López Martínez,Espanya,València,24,1,1970,Home,3513.24,Sí,Grup D,Arnau López Martínez,Si,1970-01-24,56,0.08
87257820C,Marta,García,Espanya,València,14,5,1976,Dona,1637.37,No,Grup B,Marta García,Si,1976-05-14,50,0.035
