id,name,surname,phone,email,birth_date,country,city,postal_code,address,signup_date,user_segment,income_band
1826,Pynbkb,Vmapurum,+59-310-1889,pynbkb.vmapurum@example.com,"Jun 14, 1981",Canada,Calgary,T1Y 0A1,729 Vmapurum St,2014-09-10,occasional,medium
1828,Muyugp,Jegsbvfv,+43-398-5969,muyugp.jegsbvfv@example.com,"Jul 21, 2006",Canada,Hamilton,L8E 0A1,305 Jegsbvfv St,2013-06-12,young_professional,medium
1829,Focrcn,Kdcceuol,+75-553-6878,focrcn.kdcceuol@example.com,"Oct 22, 1969",Canada,Quebec City,G1A 0A1,359 Kdcceuol St,2015-04-28,established,medium
1838,Brnbzt,Chenctbv,+56-249-1303,brnbzt.chenctbv@example.com,"Nov 16, 1998",United States,Dallas,75201,511 Chenctbv St,2014-12-30,frequent_shopper,high
1843,Ukuqza,Orjvrvzw,+74-613-5151,ukuqza.orjvrvzw@example.com,"May 1, 2000",United States,Chicago,60601,484 Orjvrvzw St,2016-06-05,student,low
1845,Fvpfwy,Esfmjwhb,+80-881-4413,fvpfwy.esfmjwhb@example.com,"Nov 28, 1994",Canada,Toronto,M5A 1A1,560 Esfmjwhb St,2013-09-07,family,medium
1846,Ijvhac,Mquuwxei,+99-339-1501,ijvhac.mquuwxei@example.com,"Feb 1, 1951",Canada,Vancouver,V5K 0A1,477 Mquuwxei St,2014-11-21,established,medium
1847,Tntmhd,Ebtwqhgy,+61-664-7422,tntmhd.ebtwqhgy@example.com,"Oct 9, 1986",Canada,Winnipeg,R2C 0A1,279 Ebtwqhgy St,2014-10-01,young_professional,medium
1854,Honggx,Xkysckxe,+61-480-8291,honggx.xkysckxe@example.com,"May 21, 2006",Canada,Vancouver,V5K 0A1,566 Xkysckxe St,2013-07-22,premium,very_high
1861,Gqmulv,Khgfqtlz,+43-176-1793,gqmulv.khgfqtlz@example.com,"Nov 4, 1955",United States,Houston,77001,426 Khgfqtlz St,2013-07-18,occasional,medium
1864,Xezhiv,Qtwpxvwy,+51-698-1449,xezhiv.qtwpxvwy@example.com,"Oct 13, 1950",Canada,Toronto,M5A 1A1,416 Qtwpxvwy St,2015-06-15,established,medium
1867,Wplbds,Ejuchosc,+41-754-1280,wplbds.ejuchosc@example.com,"Nov 14, 1969",Canada,Quebec City,G1A 0A1,309 Ejuchosc St,2013-01-21,occasional,medium
1873,Scvysa,Sbtuzwli,+95-651-1317,scvysa.sbtuzwli@example.com,"Jan 1, 1964",United States,Philadelphia,19101,936 Sbtuzwli St,2014-12-31,established,medium
1876,Wwekqq,Atflsyvg,+31-216-9629,wwekqq.atflsyvg@example.com,"Apr 23, 1960",Canada,Hamilton,L8E 0A1,391 Atflsyvg St,2014-01-06,premium,very_high
1880,Osvpai,Gglqkmpb,+74-998-3774,osvpai.gglqkmpb@example.com,"Jun 19, 1972",United States,Philadelphia,19101,10 Gglqkmpb St,2014-03-21,occasional,low
1891,Ksngmq,Hdhtikcx,+53-728-4502,ksngmq.hdhtikcx@example.com,"Jan 10, 1955",United States,Philadelphia,19101,656 Hdhtikcx St,2014-12-09,established,medium
1893,Avujqj,Jpzaksgp,+73-516-8611,avujqj.jpzaksgp@example.com,"Oct 6, 1983",United States,Philadelphia,19101,299 Jpzaksgp St,2014-08-21,family,medium
1901,Lmdttc,Txskmpiy,+44-704-2097,lmdttc.txskmpiy@example.com,"Feb 20, 1958",Canada,Kitchener,N2A 0A1,542 Txskmpiy St,2014-07-27,established,medium
1903,Tgxjea,Xobkddfo,+99-732-4651,tgxjea.xobkddfo@example.com,"Apr 22, 1968",United States,San Diego,92101,97 Xobkddfo St,2013-02-12,occasional,low
1908,Scsdcy,Jrccxgnk,+62-982-9863,scsdcy.jrccxgnk@example.com,"Nov 4, 1980",United States,Philadelphia,19101,530 Jrccxgnk St,2014-06-13,occasional,medium
1912,Qfbrvx,Ahzmixev,+82-527-8761,qfbrvx.ahzmixev@example.com,"Dec 6, 1960",Canada,Vancouver,V5K 0A1,220 Ahzmixev St,2014-09-02,established,medium
1921,Pnfuow,Khhufnof,+34-529-9560,pnfuow.khhufnof@example.com,"Oct 5, 1998",Canada,Calgary,T1Y 0A1,507 Khhufnof St,2014-05-29,occasional,medium
1928,Lopzaj,Itgryfay,+41-528-3968,lopzaj.itgryfay@example.com,"Apr 9, 1978",United States,Dallas,75201,77 Itgryfay St,2015-04-22,family,medium
1936,Ismiuf,Bxulgzts,+85-391-5141,ismiuf.bxulgzts@example.com,"Apr 12, 1972",Canada,Montreal,H1A 0A1,161 Bxulgzts St,2014-09-29,frequent_shopper,high
1939,Zixkhp,Xnskjsfz,+79-703-6350,zixkhp.xnskjsfz@example.com,"Sep 3, 1950",Canada,Kitchener,N2A 0A1,348 Xnskjsfz St,2013-10-21,established,high
1942,Ffelgn,Zxlniqqv,+65-737-8426,ffelgn.zxlniqqv@example.com,"Jan 15, 1993",United States,New York,10001,916 Zxlniqqv St,2014-12-05,premium,high
1957,Hlislu,Hotqbdcm,+55-860-2855,hlislu.hotqbdcm@example.com,"May 4, 1975",United States,San Diego,92101,566 Hotqbdcm St,2013-02-01,occasional,medium
1966,Yqepni,Hqzfzwnz,+32-211-7357,yqepni.hqzfzwnz@example.com,"Aug 18, 1981",Canada,Ottawa,K1A 0A1,276 Hqzfzwnz St,2014-01-18,young_professional,high
1983,Fkkpqm,Cfktqwws,+89-858-3317,fkkpqm.cfktqwws@example.com,"Jan 21, 1984",United States,New York,10001,156 Cfktqwws St,2014-10-17,frequent_shopper,medium
1987,Kimjgq,Tbnrsapa,+81-475-6027,kimjgq.tbnrsapa@example.com,"Feb 21, 1974",United States,New York,10001,914 Tbnrsapa St,2014-12-27,occasional,low
1995,Bkhxbn,Fhwxzkcs,+75-431-9636,bkhxbn.fhwxzkcs@example.com,"Dec 7, 1964",Canada,Edmonton,T5A 0A1,538 Fhwxzkcs St,2015-09-28,occasional,medium
1996,Kkfvhz,Jhzakvpr,+32-764-5908,kkfvhz.jhzakvpr@example.com,"Oct 5, 2006",Canada,Ottawa,K1A 0A1,575 Jhzakvpr St,2015-05-31,student,low
1997,Uloyeg,Jwermomj,+79-358-2207,uloyeg.jwermomj@example.com,"Apr 20, 2000",United States,San Diego,92101,391 Jwermomj St,2013-09-11,student,medium
2006,Adsqrm,Klyxopou,+75-305-8679,adsqrm.klyxopou@example.com,"Dec 14, 2002",Canada,Calgary,T1Y 0A1,973 Klyxopou St,2014-07-08,student,medium
2009,Unymgk,Olqfsnrs,+58-715-9593,unymgk.olqfsnrs@example.com,"Jan 4, 1961",United States,San Antonio,78201,757 Olqfsnrs St,2014-03-12,established,medium
2012,Ggkack,Xfsdqjft,+66-298-6039,ggkack.xfsdqjft@example.com,"May 14, 1994",United States,Los Angeles,90001,826 Xfsdqjft St,2014-03-03,young_professional,high
2013,Erswsn,Ohijzach,+75-206-6920,erswsn.ohijzach@example.com,"Nov 8, 1975",Canada,Quebec City,G1A 0A1,11 Ohijzach St,2014-05-19,occasional,low
2018,Nrwewe,Osqdidre,+55-720-1692,nrwewe.osqdidre@example.com,"Oct 7, 1980",Canada,Kitchener,N2A 0A1,198 Osqdidre St,2014-05-23,premium,high
2023,Fplwfj,Rnmkvznu,+75-505-2106,fplwfj.rnmkvznu@example.com,"Jun 9, 1981",United States,San Jose,95101,466 Rnmkvznu St,2014-08-20,young_professional,medium
2029,Amvugu,Uqehnmuu,+60-982-9446,amvugu.uqehnmuu@example.com,"Aug 16, 1959",United States,Phoenix,85001,869 Uqehnmuu St,2013-08-26,established,medium
2040,Idfwfn,Inybceud,+41-367-9542,idfwfn.inybceud@example.com,"Aug 16, 1978",United States,Philadelphia,19101,903 Inybceud St,2014-04-13,occasional,medium
2043,Vggjem,Rowsjdbg,+35-270-7949,vggjem.rowsjdbg@example.com,"Apr 15, 1966",United States,Philadelphia,19101,443 Rowsjdbg St,2014-01-22,occasional,medium
2050,Ocvdtd,Qxazlwth,+48-204-2772,ocvdtd.qxazlwth@example.com,"Nov 28, 1953",Canada,Calgary,T1Y 0A1,353 Qxazlwth St,2015-05-25,premium,very_high
2056,Oivhrn,Mbeyqsat,+67-781-8288,oivhrn.mbeyqsat@example.com,"Mar 19, 1999",United States,Phoenix,85001,780 Mbeyqsat St,2013-05-09,student,low
2065,Rzfply,Ebmvcsua,+53-942-4699,rzfply.ebmvcsua@example.com,"Sep 8, 1959",Canada,Montreal,H1A 0A1,425 Ebmvcsua St,2014-11-19,established,low
2072,Ykggcw,Rvawweax,+58-981-9769,ykggcw.rvawweax@example.com,"Mar 28, 1963",Canada,Calgary,T1Y 0A1,583 Rvawweax St,2014-01-01,occasional,low
2076,Fcxfiq,Omhqkpwt,+62-740-2562,fcxfiq.omhqkpwt@example.com,"Oct 24, 1972",United States,Los Angeles,90001,50 Omhqkpwt St,2015-03-25,frequent_shopper,medium
2079,Hihige,Rplahrbx,+92-157-7506,hihige.rplahrbx@example.com,"Jul 17, 1973",United States,Los Angeles,90001,306 Rplahrbx St,2013-04-19,frequent_shopper,very_high
2082,Nthxiz,Mqzbferm,+70-167-2551,nthxiz.mqzbferm@example.com,"Jul 10, 2000",United States,San Jose,95101,503 Mqzbferm St,2013-09-26,young_professional,medium
2087,Mznlqs,Aobqzpse,+87-730-9150,mznlqs.aobqzpse@example.com,"Jun 13, 1990",United States,Los Angeles,90001,645 Aobqzpse St,2014-05-21,occasional,medium
2088,Nkvpfu,Iyoasgsn,+91-373-3575,nkvpfu.iyoasgsn@example.com,"Apr 24, 1999",United States,San Jose,95101,516 Iyoasgsn St,2014-06-21,student,low
2097,Iubhej,Ulpzlalg,+98-520-3037,iubhej.ulpzlalg@example.com,"Nov 19, 1955",United States,Los Angeles,90001,97 Ulpzlalg St,2015-07-19,established,medium
2115,Umhwoi,Ubmdxvmz,+38-316-6815,umhwoi.ubmdxvmz@example.com,"Feb 19, 1969",Canada,Edmonton,T5A 0A1,228 Ubmdxvmz St,2013-08-15,occasional,low
2118,Wolake,Ukynumly,+63-443-9528,wolake.ukynumly@example.com,"Sep 4, 1995",United States,Houston,77001,48 Ukynumly St,2014-01-07,premium,very_high
2123,Vllllp,Mjshncah,+69-925-8348,vllllp.mjshncah@example.com,"Jul 6, 1995",United States,Houston,77001,907 Mjshncah St,2014-07-26,family,medium
2125,Eyvmza,Isjlffku,+31-117-8181,eyvmza.isjlffku@example.com,"Dec 10, 1971",Canada,Toronto,M5A 1A1,45 Isjlffku St,2015-08-01,family,medium
2129,Dywiik,Mcgqqaby,+65-443-8713,dywiik.mcgqqaby@example.com,"Mar 27, 1994",Canada,Montreal,H1A 0A1,916 Mcgqqaby St,2014-12-29,frequent_shopper,medium
2133,Zmkqkf,Gpbkshms,+53-715-3579,zmkqkf.gpbkshms@example.com,"Jun 27, 1987",Canada,Montreal,H1A 0A1,889 Gpbkshms St,2014-04-21,occasional,medium
2134,Tdlahu,Hghzindm,+75-335-3129,tdlahu.hghzindm@example.com,"Jan 14, 1972",United States,San Antonio,78201,352 Hghzindm St,2013-06-05,frequent_shopper,high
2135,Liipbd,Cidjvdku,+78-682-7397,liipbd.cidjvdku@example.com,"Aug 6, 1951",Canada,Kitchener,N2A 0A1,156 Cidjvdku St,2014-11-06,established,low
2139,Ajjhha,Ztborskh,+33-711-8834,ajjhha.ztborskh@example.com,"Apr 28, 1985",Canada,Ottawa,K1A 0A1,421 Ztborskh St,2013-12-04,premium,high
2145,Gizctq,Nzjmwvbl,+44-796-4314,gizctq.nzjmwvbl@example.com,"Aug 18, 1992",Canada,Edmonton,T5A 0A1,540 Nzjmwvbl St,2013-06-25,young_professional,medium
2155,Khytrj,Ycggmcyi,+80-117-2351,khytrj.ycggmcyi@example.com,"Jul 12, 1975",United States,San Jose,95101,754 Ycggmcyi St,2014-09-12,frequent_shopper,medium
2156,Pmnwsx,Mxzeaftt,+53-705-1539,pmnwsx.mxzeaftt@example.com,"Mar 14, 1984",Canada,Montreal,H1A 0A1,402 Mxzeaftt St,2015-07-20,young_professional,low
2161,Mmsjvy,Yaeukgwy,+77-129-9157,mmsjvy.yaeukgwy@example.com,"Jan 5, 1958",Canada,Kitchener,N2A 0A1,77 Yaeukgwy St,2015-12-26,established,medium
2167,Usdcdq,Lvuayibp,+60-493-5084,usdcdq.lvuayibp@example.com,"Feb 6, 1970",United States,Los Angeles,90001,972 Lvuayibp St,2013-02-16,frequent_shopper,low
2168,Lqruih,Tmsuqyhh,+33-340-9617,lqruih.tmsuqyhh@example.com,"Jul 13, 1969",United States,Chicago,60601,177 Tmsuqyhh St,2013-05-04,premium,very_high
2169,Pmhekd,Orkhveyi,+51-997-3222,pmhekd.orkhveyi@example.com,"Nov 28, 1992",United States,San Jose,95101,929 Orkhveyi St,2014-10-02,young_professional,medium
2170,Yfjdzf,Hursdxuh,+61-270-9521,yfjdzf.hursdxuh@example.com,"Feb 3, 1950",United States,Chicago,60601,337 Hursdxuh St,2013-05-23,established,medium
2173,Nhyoiw,Yjkmcson,+54-636-5794,nhyoiw.yjkmcson@example.com,"Jan 16, 1983",United States,San Jose,95101,231 Yjkmcson St,2014-09-21,young_professional,medium
2178,Mzmunb,Yzfptude,+67-218-9827,mzmunb.yzfptude@example.com,"Nov 7, 1961",Canada,Calgary,T1Y 0A1,992 Yzfptude St,2014-04-05,occasional,medium
2188,Hhkbcl,Fvplmlqg,+55-324-5246,hhkbcl.fvplmlqg@example.com,"Oct 27, 1967",United States,San Antonio,78201,283 Fvplmlqg St,2015-02-03,established,high
2199,Szhsxj,Fcisdqtb,+33-677-6356,szhsxj.fcisdqtb@example.com,"Oct 17, 1957",United States,San Jose,95101,857 Fcisdqtb St,2015-01-07,established,high
2203,Qpctaw,Turtyxmk,+97-921-7856,qpctaw.turtyxmk@example.com,"Oct 19, 1978",Canada,Ottawa,K1A 0A1,96 Turtyxmk St,2014-03-19,family,low
2207,Jjsqtq,Bcrntcak,+47-630-4022,jjsqtq.bcrntcak@example.com,"Apr 15, 1960",United States,New York,10001,875 Bcrntcak St,2014-07-04,established,medium
2208,Siuqwa,Hohjvcnf,+75-133-2718,siuqwa.hohjvcnf@example.com,"Aug 26, 1968",United States,Los Angeles,90001,196 Hohjvcnf St,2014-12-03,occasional,medium
2212,Cwldco,Roithccl,+32-183-3928,cwldco.roithccl@example.com,"May 17, 1989",Canada,Toronto,M5A 1A1,900 Roithccl St,2015-04-26,occasional,medium
2215,Sdfpkd,Dypuvcyk,+66-407-7263,sdfpkd.dypuvcyk@example.com,"Oct 2, 1950",Canada,Ottawa,K1A 0A1,720 Dypuvcyk St,2014-02-28,occasional,high
2220,Ccmvkc,Puislftr,+46-635-9299,ccmvkc.puislftr@example.com,"Jul 7, 1959",United States,San Diego,92101,323 Puislftr St,2014-12-28,occasional,low
2222,Ontzqr,Kfeajray,+59-318-2089,ontzqr.kfeajray@example.com,"Nov 5, 1992",Canada,Winnipeg,R2C 0A1,131 Kfeajray St,2015-08-05,premium,high
2235,Fwpoub,Unfqxrll,+47-887-6691,fwpoub.unfqxrll@example.com,"Aug 10, 1959",Canada,Winnipeg,R2C 0A1,627 Unfqxrll St,2013-10-11,occasional,low
2236,Ussywe,Yunvsqcg,+31-589-3046,ussywe.yunvsqcg@example.com,"Apr 16, 1995",United States,New York,10001,671 Yunvsqcg St,2015-12-23,young_professional,medium
2240,Yedeep,Mykrzbbf,+80-490-2985,yedeep.mykrzbbf@example.com,"Dec 25, 2006",United States,San Jose,95101,981 Mykrzbbf St,2014-09-25,young_professional,medium
2251,Unwecy,Mwrbjxnl,+86-342-6933,unwecy.mwrbjxnl@example.com,"Jan 4, 1970",United States,Los Angeles,90001,974 Mwrbjxnl St,2014-02-02,occasional,medium
2257,Kytott,Odhxweur,+93-450-8657,kytott.odhxweur@example.com,"Jan 6, 1984",United States,Los Angeles,90001,291 Odhxweur St,2014-11-07,occasional,low
2277,Rhtshc,Pjxeswfz,+77-489-2452,rhtshc.pjxeswfz@example.com,"Oct 16, 1950",Canada,Montreal,H1A 0A1,356 Pjxeswfz St,2013-11-16,established,medium
2297,Zkczde,Caquustp,+77-662-6909,zkczde.caquustp@example.com,"Jan 14, 1998",Canada,Quebec City,G1A 0A1,326 Caquustp St,2014-10-16,occasional,medium
2300,Biibui,Wlfcnvtr,+59-562-6219,biibui.wlfcnvtr@example.com,"Nov 13, 1972",United States,San Diego,92101,581 Wlfcnvtr St,2013-11-30,frequent_shopper,high
2302,Khmnja,Jeirvylt,+90-697-1558,khmnja.jeirvylt@example.com,"Mar 13, 1996",United States,Philadelphia,19101,221 Jeirvylt St,2013-03-09,young_professional,high
2307,Dviexc,Phcaqseq,+78-215-3510,dviexc.phcaqseq@example.com,"Mar 8, 1950",Canada,Quebec City,G1A 0A1,658 Phcaqseq St,2016-02-25,established,medium
2308,Oogjvv,Mjvzwagl,+95-688-2798,oogjvv.mjvzwagl@example.com,"May 16, 2001",Canada,Hamilton,L8E 0A1,171 Mjvzwagl St,2015-12-22,frequent_shopper,high
2309,Ahtpft,Drtkuyrc,+63-242-4169,ahtpft.drtkuyrc@example.com,"Mar 24, 1986",United States,Phoenix,85001,36 Drtkuyrc St,2013-02-04,young_professional,medium
2318,Cugwqr,Tyfbgdel,+48-858-5645,cugwqr.tyfbgdel@example.com,"Dec 23, 1956",United States,Phoenix,85001,446 Tyfbgdel St,2014-04-14,established,medium
2324,Leinme,Iazigqln,+32-402-8290,leinme.iazigqln@example.com,"Nov 19, 1976",United States,Houston,77001,103 Iazigqln St,2013-10-03,family,medium
2327,Pkvvjv,Yjdvenuz,+31-958-3810,pkvvjv.yjdvenuz@example.com,"Aug 15, 1962",Canada,Quebec City,G1A 0A1,426 Yjdvenuz St,2013-07-20,occasional,high
2328,Rznoyp,Uiznunyi,+37-403-8974,rznoyp.uiznunyi@example.com,"Dec 19, 2003",United States,Houston,77001,130 Uiznunyi St,2014-04-27,premium,high
2333,Gicwfy,Lgsdliml,+94-231-1978,gicwfy.lgsdliml@example.com,"Jul 28, 1955",United States,San Jose,95101,916 Lgsdliml St,2013-12-09,established,medium
2344,Yvrswi,Rjjowsiv,+77-262-6163,yvrswi.rjjowsiv@example.com,"Jul 3, 1965",United States,New York,10001,100 Rjjowsiv St,2014-08-11,established,medium
2347,Avlidz,Jfxdejmv,+66-173-5189,avlidz.jfxdejmv@example.com,"Sep 11, 1986",Canada,Ottawa,K1A 0A1,573 Jfxdejmv St,2014-10-21,frequent_shopper,high
2349,Qbpmus,Hqhezhhz,+69-358-5668,qbpmus.hqhezhhz@example.com,"Jul 22, 1950",United States,New York,10001,241 Hqhezhhz St,2013-08-20,premium,very_high
2352,Taykjt,Ivwbcmyw,+83-292-9573,taykjt.ivwbcmyw@example.com,"Jun 8, 2001",United States,New York,10001,302 Ivwbcmyw St,2014-05-20,frequent_shopper,high
2355,Uztmxv,Qnkvmhlu,+71-628-4115,uztmxv.qnkvmhlu@example.com,"Aug 14, 1998",Canada,Hamilton,L8E 0A1,119 Qnkvmhlu St,2014-03-31,occasional,low
2366,Hlkozi,Fnwsrxtz,+83-862-3672,hlkozi.fnwsrxtz@example.com,"Oct 17, 1967",Canada,Kitchener,N2A 0A1,449 Fnwsrxtz St,2013-03-17,occasional,medium
2368,Pbjkgb,Byooocmr,+73-185-5924,pbjkgb.byooocmr@example.com,"Feb 27, 1968",Canada,Toronto,M5A 1A1,809 Byooocmr St,2013-07-13,established,medium
2381,Pahfuu,Ilmtkkhq,+71-225-9922,pahfuu.ilmtkkhq@example.com,"May 13, 1955",Canada,Winnipeg,R2C 0A1,261 Ilmtkkhq St,2013-12-27,occasional,medium
2398,Iilckh,Xnhoackt,+91-447-9155,iilckh.xnhoackt@example.com,"Sep 21, 1978",United States,Los Angeles,90001,303 Xnhoackt St,2013-08-02,family,medium
2399,Xtlvrv,Zcbhfibw,+30-991-4035,xtlvrv.zcbhfibw@example.com,"May 21, 1958",United States,Phoenix,85001,843 Zcbhfibw St,2015-02-19,occasional,medium
2400,Esrtmk,Ouoxnnbw,+62-433-3348,esrtmk.ouoxnnbw@example.com,"Aug 19, 1953",Canada,Calgary,T1Y 0A1,301 Ouoxnnbw St,2014-04-12,occasional,medium
2409,Wykljo,Yyelseds,+63-632-1070,wykljo.yyelseds@example.com,"May 5, 1969",Canada,Ottawa,K1A 0A1,433 Yyelseds St,2013-04-03,occasional,medium
2410,Qityxy,Mnwvcsxh,+39-452-7216,qityxy.mnwvcsxh@example.com,"Aug 4, 1997",Canada,Hamilton,L8E 0A1,899 Mnwvcsxh St,2013-05-22,occasional,medium
2411,Vozlkk,Dorbgycu,+73-671-7034,vozlkk.dorbgycu@example.com,"May 13, 1972",Canada,Hamilton,L8E 0A1,983 Dorbgycu St,2014-11-20,occasional,medium
2419,Akezxe,Gyjheyuv,+66-453-6021,akezxe.gyjheyuv@example.com,"Apr 21, 1963",Canada,Quebec City,G1A 0A1,806 Gyjheyuv St,2013-10-29,occasional,low
2422,Ncmkqy,Llacbuju,+56-980-9728,ncmkqy.llacbuju@example.com,"Dec 22, 2006",United States,Philadelphia,19101,564 Llacbuju St,2014-02-08,student,low
2438,Ylddhx,Xdkwwgpe,+98-208-1730,ylddhx.xdkwwgpe@example.com,"Jun 21, 1966",United States,San Diego,92101,55 Xdkwwgpe St,2013-12-07,established,medium
2445,Ehpczy,Rytipyhu,+94-986-3159,ehpczy.rytipyhu@example.com,"Mar 5, 1957",Canada,Vancouver,V5K 0A1,659 Rytipyhu St,2014-09-10,occasional,medium
2449,Zwiykd,Yhcomplh,+60-632-8537,zwiykd.yhcomplh@example.com,"Apr 22, 2003",United States,Dallas,75201,351 Yhcomplh St,2015-02-16,frequent_shopper,high
2450,Thdlss,Vioosomv,+37-501-1814,thdlss.vioosomv@example.com,"Apr 7, 1982",United States,San Diego,92101,405 Vioosomv St,2014-06-13,family,low
2461,Pgmgeu,Fbpvblsy,+96-813-1701,pgmgeu.fbpvblsy@example.com,"Sep 17, 1985",United States,Phoenix,85001,384 Fbpvblsy St,2013-07-02,premium,high
2464,Aivgwz,Ktydrirw,+75-444-5610,aivgwz.ktydrirw@example.com,"Jan 18, 1953",United States,Chicago,60601,619 Ktydrirw St,2015-02-18,established,low
2469,Xhwsks,Azgmqtpe,+67-557-9074,xhwsks.azgmqtpe@example.com,"Nov 4, 1973",Canada,Hamilton,L8E 0A1,787 Azgmqtpe St,2013-05-07,family,medium
2490,Vhnuox,Qhkkrtxm,+35-200-5553,vhnuox.qhkkrtxm@example.com,"Apr 21, 1978",United States,Dallas,75201,864 Qhkkrtxm St,2013-01-19,frequent_shopper,medium
2494,Zmvdob,Ropgrfws,+67-959-1927,zmvdob.ropgrfws@example.com,"Feb 9, 1968",Canada,Winnipeg,R2C 0A1,903 Ropgrfws St,2013-04-19,established,medium
2495,Bfvgeo,Ygnvbykn,+70-628-6623,bfvgeo.ygnvbykn@example.com,"Feb 2, 1967",Canada,Ottawa,K1A 0A1,62 Ygnvbykn St,2014-08-25,frequent_shopper,very_high
2496,Supvpq,Xscyxktf,+49-202-4961,supvpq.xscyxktf@example.com,"Dec 24, 2002",Canada,Toronto,M5A 1A1,748 Xscyxktf St,2014-06-04,frequent_shopper,high
2502,Ozelog,Tcoinzpw,+93-778-3081,ozelog.tcoinzpw@example.com,"Feb 18, 1991",United States,San Antonio,78201,24 Tcoinzpw St,2014-11-01,occasional,medium
2509,Dgiuln,Tsowuhsn,+67-141-9486,dgiuln.tsowuhsn@example.com,"Sep 15, 1984",Canada,Calgary,T1Y 0A1,117 Tsowuhsn St,2014-11-18,frequent_shopper,high
2513,Ghgiqm,Ovpzsruq,+79-910-6591,ghgiqm.ovpzsruq@example.com,"Oct 20, 1953",United States,San Jose,95101,590 Ovpzsruq St,2016-09-09,established,medium
2514,Fprlgl,Ryyugmlm,+67-879-8582,fprlgl.ryyugmlm@example.com,"Feb 20, 1963",Canada,Toronto,M5A 1A1,176 Ryyugmlm St,2014-08-17,occasional,low
2518,Jayhfl,Oqcxdiei,+83-175-9298,jayhfl.oqcxdiei@example.com,"Feb 15, 1984",Canada,Vancouver,V5K 0A1,13 Oqcxdiei St,2015-07-25,frequent_shopper,high
2520,Hcfwxu,Xivadkki,+58-410-1237,hcfwxu.xivadkki@example.com,"Nov 18, 1959",Canada,Kitchener,N2A 0A1,615 Xivadkki St,2014-01-13,occasional,medium
2536,Lbabcz,Ngfsdzdc,+56-661-8795,lbabcz.ngfsdzdc@example.com,"Jan 25, 1965",United States,Phoenix,85001,174 Ngfsdzdc St,2015-02-09,occasional,high
2549,Hezdjx,Odkdzwkj,+82-724-1586,hezdjx.odkdzwkj@example.com,"Jul 27, 2003",United States,San Antonio,78201,327 Odkdzwkj St,2014-03-26,premium,high
2556,Sehpuq,Ojtedvbd,+31-639-8450,sehpuq.ojtedvbd@example.com,"May 22, 2006",Canada,Winnipeg,R2C 0A1,719 Ojtedvbd St,2013-07-29,student,low
2562,Auxdri,Ckvdadmj,+65-465-6303,auxdri.ckvdadmj@example.com,"Oct 3, 1962",United States,Phoenix,85001,16 Ckvdadmj St,2014-07-05,occasional,high
2564,Alajye,Ailzrtkj,+41-824-5450,alajye.ailzrtkj@example.com,"Feb 12, 1950",Canada,Montreal,H1A 0A1,373 Ailzrtkj St,2014-10-29,established,high
2566,Coyczj,Bdtvhafo,+40-963-7630,coyczj.bdtvhafo@example.com,"Dec 12, 1963",Canada,Toronto,M5A 1A1,426 Bdtvhafo St,2014-01-22,established,medium
2578,Qantka,Dlucaprl,+82-801-4639,qantka.dlucaprl@example.com,"Sep 24, 1950",Canada,Winnipeg,R2C 0A1,99 Dlucaprl St,2013-03-22,established,medium
2595,Rpozap,Fbtrsttd,+35-661-1254,rpozap.fbtrsttd@example.com,"Sep 19, 1989",United States,Philadelphia,19101,720 Fbtrsttd St,2013-08-23,family,medium
2598,Iovakj,Dfripufe,+69-326-2833,iovakj.dfripufe@example.com,"Jun 13, 1964",Canada,Winnipeg,R2C 0A1,358 Dfripufe St,2013-12-23,occasional,low
2600,Laolaf,Zlxzefjg,+43-617-8704,laolaf.zlxzefjg@example.com,"May 25, 2001",United States,Chicago,60601,119 Zlxzefjg St,2013-08-11,young_professional,medium
2605,Gqcrpn,Uqjrdpof,+89-719-7724,gqcrpn.uqjrdpof@example.com,"Nov 24, 2001",United States,Los Angeles,90001,710 Uqjrdpof St,2013-10-21,premium,high
2610,Pspkaw,Vwchxqgi,+97-891-6877,pspkaw.vwchxqgi@example.com,"Mar 2, 1966",Canada,Montreal,H1A 0A1,354 Vwchxqgi St,2014-10-20,established,medium
2611,Mzxyze,Euvymaww,+75-275-5576,mzxyze.euvymaww@example.com,"Jan 13, 1991",Canada,Ottawa,K1A 0A1,340 Euvymaww St,2013-03-14,young_professional,medium
2616,Gudhxf,Pnwbxvbb,+53-881-1359,gudhxf.pnwbxvbb@example.com,"Jul 25, 1989",Canada,Calgary,T1Y 0A1,482 Pnwbxvbb St,2013-07-07,family,medium
2619,Dnyiqa,Vbxussuh,+71-946-9958,dnyiqa.vbxussuh@example.com,"Jun 7, 1963",United States,San Jose,95101,473 Vbxussuh St,2013-07-14,occasional,high
2620,Yzisap,Uemaxvxb,+79-322-5448,yzisap.uemaxvxb@example.com,"Oct 10, 1969",United States,San Diego,92101,646 Uemaxvxb St,2013-03-04,occasional,low
2626,Camhrb,Fpwpwqni,+59-957-4830,camhrb.fpwpwqni@example.com,"Dec 28, 1967",United States,Phoenix,85001,19 Fpwpwqni St,2014-11-03,occasional,medium
2630,Pzbdoo,Yspmjosc,+71-685-4167,pzbdoo.yspmjosc@example.com,"Apr 19, 1968",United States,Dallas,75201,100 Yspmjosc St,2014-09-04,established,medium
